episode,iou,type_correct,perplexity,novelty_bonus,reward_a,reward_b,true_type,pred_type,true_span,pred_span,chosen_type
5150,0.2857142857142857,False,129.3636016845703,0.15000000000000002,-5.0,0.2857142857142857,syntactic,positional,"(36, 52)","(5, 61)",syntactic
5200,0.3,False,90.66549682617188,0.2,-3.2932748413085933,0.3,syntactic,positional,"(8, 24)","(4, 14)",syntactic
5250,0.2903225806451613,False,84.3119888305664,0.15000000000000002,-2.9759220221734823,0.2903225806451613,syntactic,positional,"(8, 24)","(15, 39)",syntactic
5300,0.36363636363636365,False,76.256103515625,0.15000000000000002,-2.646441539417614,0.36363636363636365,semantic,positional,"(36, 52)","(18, 62)",semantic
5350,0.25,False,246.61920166015625,0.17,-5.0,0.25,token,positional,"(36, 52)","(41, 45)",token
5400,0.0,False,83.63839721679688,0.1,-2.6619198608398436,0.0,syntactic,positional,"(36, 52)","(56, 66)",syntactic
5450,0.0,True,78.45939636230469,0.16000000000000003,-2.8909698181152343,0.5,positional,positional,"(8, 24)","(0, 3)",positional
5500,0.2962962962962963,True,58.35349655151367,0.13999999999999999,-2.18597112387198,0.7962962962962963,positional,positional,"(36, 52)","(22, 76)",positional
5550,0.0,False,76.38227081298828,0.13,-2.293113540649414,0.0,syntactic,positional,"(8, 24)","(65, 65)",syntactic
5600,0.013513513513513514,False,43.07177734375,0.16000000000000003,-0.6351023807010134,0.013513513513513514,syntactic,positional,"(60, 76)","(2, 61)",syntactic
5650,0.0,False,90.14337158203125,0.13999999999999999,-2.9791685791015627,0.0,syntactic,positional,"(8, 24)","(28, 39)",syntactic
5700,0.0,False,98.3991470336914,0.12,-3.3959573516845705,0.0,semantic,positional,"(36, 52)","(34, 34)",semantic
5750,0.15,True,143.19729614257812,0.16000000000000003,-5.0,0.65,positional,positional,"(8, 24)","(18, 48)",positional
5800,0.0,False,91.40919494628906,0.16000000000000003,-3.0384597473144526,0.0,token,positional,"(60, 76)","(73, 73)",token
5850,0.631578947368421,True,50.52108383178711,0.16000000000000003,-2.1256331389577765,1.131578947368421,positional,positional,"(8, 24)","(12, 27)",positional
5900,0.0,False,82.5011978149414,0.1,-2.60505989074707,0.0,syntactic,positional,"(8, 24)","(31, 35)",syntactic
5950,0.0,False,81.33580017089844,0.1,-2.5467900085449218,0.0,syntactic,positional,"(36, 52)","(59, 59)",syntactic
6000,0.11764705882352941,False,109.40707397460938,0.12,-4.064000757553997,0.11764705882352941,token,positional,"(60, 76)","(42, 64)",token
6050,0.03508771929824561,False,79.6075210571289,0.16000000000000003,-2.4834637721546913,0.03508771929824561,syntactic,positional,"(60, 76)","(19, 62)",syntactic
6100,0.10344827586206896,False,87.75298309326172,0.15000000000000002,-2.961097430525155,0.10344827586206896,token,positional,"(60, 76)","(47, 63)",token
6150,0.32,False,286.1242980957031,0.13999999999999999,-5.0,0.32,syntactic,positional,"(36, 52)","(23, 73)",syntactic
6200,0.1111111111111111,True,102.91545104980469,0.13,-4.230883663601346,0.6111111111111112,positional,positional,"(8, 24)","(19, 53)",positional
6250,0.0,False,137.11659240722656,0.12,-5.0,0.0,syntactic,positional,"(60, 76)","(13, 55)",syntactic
6350,0.14814814814814814,False,54.59785079956055,0.13999999999999999,-1.3500406881261753,0.14814814814814814,token,positional,"(60, 76)","(49, 64)",token
6400,0.0,False,77.58485412597656,0.16000000000000003,-2.347242706298828,0.0,token,positional,"(60, 76)","(40, 55)",token
6450,0.0,False,94.61284637451172,0.13999999999999999,-3.202642318725586,0.0,syntactic,positional,"(8, 24)","(73, 73)",syntactic
6500,0.8,False,46.82674026489258,0.16000000000000003,-1.609337013244629,0.8,semantic,positional,"(8, 24)","(7, 27)",semantic
6550,0.3448275862068966,False,42.94746398925781,0.15000000000000002,-0.9622007856697872,0.3448275862068966,syntactic,positional,"(8, 24)","(14, 37)",syntactic
6600,0.7619047619047619,True,37.67374801635742,0.11000000000000001,-1.6235921627226328,1.2619047619047619,positional,positional,"(60, 76)","(59, 80)",positional
6650,0.0,True,73.39897155761719,0.12,-2.6459485778808594,0.5,positional,positional,"(60, 76)","(12, 42)",positional
6700,0.0,True,64.19123077392578,0.15000000000000002,-2.1795615386962894,0.5,positional,positional,"(8, 24)","(66, 70)",positional
6750,0.0,False,52.07752990722656,0.15000000000000002,-1.073876495361328,0.0,token,positional,"(60, 76)","(15, 21)",token
6800,0.42105263157894735,False,85.62472534179688,0.13,-3.1762888986687914,0.42105263157894735,token,positional,"(36, 52)","(18, 56)",token
6850,0.0,False,101.20560455322266,0.13999999999999999,-3.5322802276611327,0.0,syntactic,positional,"(8, 24)","(53, 53)",syntactic
6900,0.0,False,66.78060150146484,0.2,-1.799030075073242,0.0,semantic,positional,"(8, 24)","(26, 72)",semantic
6950,0.3902439024390244,True,168.20558166503906,0.15000000000000002,-5.0,0.8902439024390244,positional,positional,"(36, 52)","(18, 59)",positional
7000,0.5,True,96.97163391113281,0.12,-4.324581695556641,1.0,positional,positional,"(36, 52)","(36, 68)",positional
7050,0.36363636363636365,False,62.73642349243164,0.13999999999999999,-1.9724575382579457,0.36363636363636365,syntactic,positional,"(36, 52)","(25, 69)",syntactic
7100,0.0,False,150.6873779296875,0.13,-5.0,0.0,token,positional,"(36, 52)","(70, 76)",token
7150,0.37209302325581395,False,124.37834167480469,0.18000000000000002,-5.0,0.37209302325581395,syntactic,positional,"(36, 52)","(31, 74)",syntactic
7200,0.2777777777777778,True,60.34687423706055,0.15000000000000002,-2.2651214896308054,0.7777777777777778,positional,positional,"(60, 76)","(71, 78)",positional
7250,0.0,False,74.25918579101562,0.19,-2.1749592895507814,0.0,semantic,positional,"(8, 24)","(70, 74)",semantic
7300,0.0,True,166.07225036621094,0.09,-5.0,0.5,positional,positional,"(36, 52)","(59, 69)",positional
7350,0.0,False,70.89496612548828,0.18000000000000002,-2.008748306274414,0.0,syntactic,positional,"(8, 24)","(36, 38)",syntactic
7400,0.46153846153846156,True,230.17149353027344,0.13999999999999999,-5.0,0.9615384615384616,positional,positional,"(36, 52)","(40, 62)",positional
7450,0.23880597014925373,False,106.54650115966797,0.18000000000000002,-4.030131028132653,0.23880597014925373,semantic,positional,"(36, 52)","(5, 72)",semantic
7500,0.0,True,249.7892303466797,0.13999999999999999,-5.0,0.5,positional,positional,"(8, 24)","(42, 71)",positional
7550,0.13636363636363635,False,129.42733764648438,0.17,-5.0,0.13636363636363635,syntactic,positional,"(60, 76)","(32, 66)",syntactic
7600,0.0,False,193.50938415527344,0.18000000000000002,-5.0,0.0,token,positional,"(8, 24)","(33, 39)",token
7650,0.2711864406779661,False,109.7383804321289,0.18000000000000002,-4.222105462284412,0.2711864406779661,token,positional,"(36, 52)","(6, 65)",token
7700,0.0,False,70.33309173583984,0.17,-1.9826545867919922,0.0,semantic,positional,"(8, 24)","(45, 69)",semantic
7750,0.0,False,80.27142333984375,0.13,-2.487571166992188,0.0,syntactic,positional,"(60, 76)","(77, 77)",syntactic
7800,0.0,False,101.46319580078125,0.11000000000000001,-3.551159790039063,0.0,syntactic,positional,"(60, 76)","(72, 72)",syntactic
7850,0.41025641025641024,False,76.36558532714844,0.13,-2.702535676613832,0.41025641025641024,semantic,positional,"(36, 52)","(35, 74)",semantic
7900,0.0,False,295.5719909667969,0.09,-5.0,0.0,syntactic,positional,"(60, 76)","(13, 55)",syntactic
7950,0.1388888888888889,False,115.02408599853516,0.13999999999999999,-4.362093188815648,0.1388888888888889,syntactic,positional,"(36, 52)","(16, 41)",syntactic
8000,0.0,True,278.2492370605469,0.15000000000000002,-5.0,0.5,positional,positional,"(60, 76)","(76, 82)",positional
8050,0.0,False,106.89441680908203,0.12,-3.8207208404541015,0.0,syntactic,positional,"(8, 24)","(48, 67)",syntactic
8100,0.0,False,104.31251525878906,0.09,-3.6976257629394533,0.0,syntactic,positional,"(36, 52)","(62, 67)",syntactic
8150,0.1388888888888889,False,139.28802490234375,0.1,-5.0,0.1388888888888889,syntactic,positional,"(60, 76)","(4, 70)",syntactic
8200,0.5714285714285714,False,105.58696746826172,0.08000000000000002,-4.334776944841657,0.5714285714285714,semantic,positional,"(36, 52)","(27, 55)",semantic
8250,0.6956521739130435,False,66.5423583984375,0.1,-2.5027700938349184,0.6956521739130435,semantic,positional,"(36, 52)","(36, 59)",semantic
8300,0.625,True,122.72980499267578,0.17,-5.0,1.125,positional,positional,"(36, 52)","(37, 60)",positional
8350,0.0,False,195.2108612060547,0.11000000000000001,-5.0,0.0,semantic,positional,"(36, 52)","(61, 76)",semantic
8400,0.1875,False,150.251708984375,0.13999999999999999,-5.0,0.1875,syntactic,positional,"(60, 76)","(61, 64)",syntactic
8450,0.5,False,70.68561553955078,0.13999999999999999,-2.506280776977539,0.5,syntactic,positional,"(8, 24)","(13, 30)",syntactic
8500,0.0,True,96.32817840576172,0.16000000000000003,-3.7844089202880857,0.5,positional,positional,"(8, 24)","(62, 70)",positional
8550,0.0,True,100.5538101196289,0.13999999999999999,-3.999690505981445,0.5,positional,positional,"(8, 24)","(37, 37)",positional
8600,0.0,True,94.98957824707031,0.13999999999999999,-3.7214789123535152,0.5,positional,positional,"(8, 24)","(29, 52)",positional
8650,0.5625,False,102.61506652832031,0.1,-4.173253326416016,0.5625,syntactic,positional,"(60, 76)","(60, 69)",syntactic
8700,0.0,False,169.30752563476562,0.13999999999999999,-5.0,0.0,token,positional,"(60, 76)","(50, 58)",token
8750,0.0,False,167.8632049560547,0.16000000000000003,-5.0,0.0,token,positional,"(36, 52)","(54, 70)",token
8800,0.5555555555555556,False,68.18189239501953,0.13,-2.4386501753065324,0.5555555555555556,syntactic,positional,"(60, 76)","(58, 70)",syntactic
8850,0.0,False,107.0852279663086,0.13999999999999999,-3.8262613983154297,0.0,semantic,positional,"(60, 76)","(41, 42)",semantic
8900,0.2413793103448276,True,66.70079040527344,0.19,-2.5384188306085,0.7413793103448276,positional,positional,"(60, 76)","(47, 67)",positional
8950,0.0,False,178.9424285888672,0.13999999999999999,-5.0,0.0,semantic,positional,"(8, 24)","(30, 45)",semantic
9000,0.0,True,181.46238708496094,0.15000000000000002,-5.0,0.5,positional,positional,"(60, 76)","(34, 57)",positional
9050,0.0,False,137.05181884765625,0.15000000000000002,-5.0,0.0,semantic,positional,"(8, 24)","(33, 70)",semantic
9100,0.0,False,231.10916137695312,0.15000000000000002,-5.0,0.0,syntactic,positional,"(36, 52)","(58, 75)",syntactic
9150,0.0,True,161.96324157714844,0.13,-5.0,0.5,positional,positional,"(8, 24)","(62, 75)",positional
9200,0.0625,False,150.0065155029297,0.13999999999999999,-5.0,0.0625,syntactic,positional,"(60, 76)","(75, 76)",syntactic
9250,0.0,False,215.944091796875,0.18000000000000002,-5.0,0.0,token,positional,"(8, 24)","(70, 70)",token
9300,0.0,True,173.940673828125,0.19,-5.0,0.5,positional,positional,"(36, 52)","(68, 70)",positional
9350,0.12698412698412698,True,145.7738037109375,0.13999999999999999,-5.0,0.626984126984127,positional,positional,"(8, 24)","(16, 71)",positional
9400,0.2608695652173913,False,148.6456756591797,0.13999999999999999,-5.0,0.2608695652173913,token,positional,"(36, 52)","(29, 42)",token
9450,0.5652173913043478,False,173.78713989257812,0.18000000000000002,-5.0,0.5652173913043478,semantic,positional,"(8, 24)","(1, 21)",semantic
9500,0.0,False,83.0955810546875,0.13,-2.6287790527343753,0.0,token,positional,"(60, 76)","(34, 52)",token
9550,0.4375,False,185.76687622070312,0.13999999999999999,-5.0,0.4375,token,positional,"(36, 52)","(43, 50)",token
9600,0.0,False,119.42341613769531,0.16000000000000003,-4.439170806884765,0.0,syntactic,positional,"(60, 76)","(20, 22)",syntactic
9650,0.0,False,124.62358093261719,0.11000000000000001,-4.709179046630859,0.0,token,positional,"(60, 76)","(44, 48)",token
9700,0.0,False,275.8190002441406,0.13,-5.0,0.0,token,positional,"(36, 52)","(58, 67)",token
9750,0.07246376811594203,True,123.94313049316406,0.15000000000000002,-5.0,0.572463768115942,positional,positional,"(60, 76)","(7, 65)",positional
9800,0.1076923076923077,False,250.145751953125,0.16000000000000003,-5.0,0.1076923076923077,semantic,positional,"(8, 24)","(17, 73)",semantic
9850,0.0,True,99.51841735839844,0.17,-3.941920867919922,0.5,positional,positional,"(36, 52)","(62, 65)",positional
9900,0.0,True,99.95642852783203,0.13,-3.9718214263916014,0.5,positional,positional,"(8, 24)","(61, 66)",positional
9950,0.1935483870967742,False,164.14895629882812,0.13,-5.0,0.1935483870967742,token,positional,"(60, 76)","(45, 66)",token
10000,0.0,True,172.1572723388672,0.15000000000000002,-5.0,0.5,positional,positional,"(60, 76)","(29, 52)",positional
